Username,Likes,Comments,Timestamp,Caption,TP_scores,EH_scores,ratings match?,avg,Number incorrect,
mothersjoylactation,9,4,2020-05-07T00:47:33.000Z,"Being a new mom is tough. When you are trying to breastfeed for the first time, it’s even tougher. I remember how difficult it was for me to wrap my head around all my issues breastfeeding. As a new mom, I encountered low milk supply due to milk transfer issues, tongue tie, supplementing, triple feeding, exclusively pumping every 2 hours, several IBCLC appointments, chiropractor, OT and two tongue tie revision surgeries. The problems seemed endless as if we don’t have enough to deal with as a new mom! You can definitely have emotional turmoil. As we get close to Mother’s Day here’s how you can really support the new mom in your life in those first couple of months postpartum:
.
- Listen to her, but don’t try to fix all her issues. Sometimes (most of the time) we just want to be heard, we want to vent without judgement as we share our emotions and struggles. .
.
- Make her life easier. This could mean cooking her a meal, helping her clean, sending her a care package, changing a diaper.
.
- Encourage her and tell her that she is resilient! You have no idea how a few words can empower someone who is so vulnerable. .
.
- If you see her be inpatient, angry or sad…let her be, for a moment. At times we need to exhibit our emotions as they come, raw and pure without fear of being criticized. Being a new mom is hard, remember that. .
.
- Help her discover her mama instinct! This is so important. As new moms we question our decision making so often, but there is something inside us all that helps us guide this new life we just birthed. Help her realize that her gut instinct means the best for her baby, and she should listen to it.
.
- Support her. Just be there. Hold her hand as she slowly and naturally becomes a Mother. Love her through this transition and watch her transform, you’ll be amazed. .
.
.
.
#newmom #mamabear #breastfeedingjourney #ibclc #lactationconsultant #breastfeedingmom #breastfeedingmama #triplefeeding #tonguetie #postpartum #mothersday",,,,,,
cathy_walker_ibclc,9,0,2019-04-07T23:56:02.000Z,#Triplefeeding #breastpumpbottle #breastfeeding #pumping #bottlefeeding #buildingmilksupply #breastmilk #breastfeedingchallenges,,,,,,
eszterboveibclc,8,0,2024-06-01T18:42:16.000Z,"As an #ibclc I see many many mothers who triple feed their babies.
Triple feeding, in case you don't know:
- direct breastfeeding as much as possible
- pumping breastmilk
- supplementing with formula or expressed milk 
all alongside each other. 

A REAL KILLER! Totally unsustainable for long periods of time. Hands up in the comments if you have triple fed and tell us how long. 
How did it/ does it feel? Does it feel like you have zero time to look after your own needs? Like you are drowning in washing and sterilising bottles, pumping and feeding and actually have no time to enjoy your baby? Like this is NOT what you signed up for?

I see you! You're not alone. 
I have worked with family after family where this type of feeding was getting the better of them and they cried out for help!

The confusion is real. How much milk do you give as a supplement? How long do you pump for? Do you have to sterilise after each feed? How long between weighing sessions? Is it safe to reduce top ups or are you risking baby's health? Is it OK to let baby sleep for longer periods of time? And the questions just go on and on...

It was really hard to put this post together because I feel like I am NOT helping at all. It is IMPOSSIBLE to write a one size fits all post about triple feeding. 
Every case is so very unique and individual. 

I will need to check baby's general health history, alongside the mother's. 
I will need to get some idea of baby's feeding patterns and efficiency at the breast/bottle.
I will need to watch your breastfeeding and bottle feeding technique. 
I will ask you how much you pump and how much formula you use daily. 
We will check your pump flange fit.
Your lifestyle, diet and mental health, medication etc etc.

Don't suffer alone. 
Reach out for skilled support!

 #ibclc #breastfeeding #lactationconsultant #infantfeeding #infantfeedingsupport #triplefeeding",,,,,,
motherhoodedition,8,0,2024-02-21T18:11:45.000Z,"Why I don’t recommend triple feeding.

Ultimately for most Moms it will end in burn out and studies show Moms who triple feed end breastfeeding early. 

Triple feeding can be a useful SHORT TERM tool if Mom has a lot of support at home. Most Moms who triple feed spend on average 45 minutes to 1 hour to complete the triple feed cycle. Can you imagine spending 8-12 hours a day on feeding!

 It’s a bandaid. Instead we should focus on the root cause of why Mom needs to triple feed. 

✨bad latch
✨Tension
✨Tongue tie
✨Perceived low supply

Always ask questions, get help, there are solutions! 

#TripleFeeding #breastfeeding #chestfeeding #lowmilksupply #newborn #firsttimemom #firsttimeparent #baby #doula #lactationcounselor #momlife #momsofinstagram",,,,,,
growing__paynes,8,0,2024-02-16T12:10:29.000Z,"A bit of @opry on the TV for our next feeding session. He's a country music fan. (That isn't the baby in the photo!)
We've had two feeds of spitting out after sucking from the bottles, but this last one has been more successful: 15ml EBM and 30ml F taken. Phew! 
#triplefeeding #feedingjourney #feedingstory",,,,,,
m.j.alleyy,8,2,2023-09-19T19:45:10.000Z,GiGi loves meeting new friendos 💖 also could be a similac Ad 💕 #combofeeding #triplefeeding #fedisbest,,,,,,
flow_lactation,8,0,2023-08-14T13:01:41.000Z,"#MamaHeartMonday here to remind you that the goal is progress, not perfection.

If you're facing challenges with feeding, or this stage of parenting isn't looking the way you had envisioned, know that we are celebrating every little step of progress you're making. 

You're doing a beautiful job of learning, and no one is expecting you to be an expert parent from the start. 
.
.
.
#CrozetMoms #CrozetFamily #CharlottesvilleMoms #CharlottesvilleFamily #CvilleBaby #InfantFeeding #TripleFeeding #NewbornLife #Matresence #NormalizeBreastfeedingSupport #NormalizeLactationSupport",,,,,,
atomheartmomma,8,0,2022-12-01T18:20:24.000Z,"Z turned 14 months a couple of days ago, which means I’ve pumped 86 hours in 14 months.

I predominantly breastfeed, but: 

~ pumping helped me increase my lower supply in the beginning. I power pumped 3x a day and triple fed (which meant every time I fed her, I gave her a bottle and pumped as well).

~ since she started eating solids vigorously and since I started cycling, pumping helps me maintain my supply.

now, I pump at night before bed for about 20-30 min (varies depending on whether there’s a letdown or not, which I never ever interrupt). it’s not fun, but it’s a must while breastfeeding! (especially if you want to store up a freezer stash—more on that another time).
🐮
🐮
🐮
#breastfeeding #breastfeedingmom #spectra #breastfeedingmama #spectrabreastpump #powerpumping #triplefeeding #breastmilk #breastmilkbaby #lactation #lactatingmom #breastfeedingmomma #breastfedbaby #breastfeedingjourney #momlife #momlifebelike #mommalife #momma #pumpthejam #motherpumper #parent #parenting #motherhood #dowhatyoulove #lovewhatyoudo #grateful #lowsupply #lowsupplymomma #lowsupplymom #chronicpain",,,,,,
midwifeshannon,8,0,2022-08-29T09:45:39.000Z,"19 long days into triple feeding with no potential end yet in sight. I am so drained but it’s one day at a time! 😭 I am grateful for a good milk supply that I have been able to once again protect until she is strong enough to fully nurse and that she tends to transfer 30-35mls at the breast pretty consistently when I do a weighted feed. 

However, it’s a tad stressful figuring out where to go with all this extra milk with two UK sized freezers, and a family of seven! I put all these milk bags in the freezer this morning that have accumulated the last 2.5 days… and the last picture shows what is already frozen and how it fits in the smaller freezer drawers! 

#sacredjourneymidwifery #midwifelife #thoughtsofamidwife #newbornlife #sweetbabygirl #postpartum #postpartumlife #fourthtrimester #momlife #triplefeeding #sotired #sendcoffee #breastfeeding #breastfeedinglife #breastmilk #fromtexastoscotland",,,,,,
taylorchinenere_ibclc,8,3,2022-08-14T18:52:35.000Z,"An assessment of breastfeeding quality and baby’s overall wellness should include more than a weight check and a sample of formula on your way out the door. Knowledge is power to advocate for yourself and your baby, and to access the support deserved to meet your breastfeeding goals.",,,,,,
breastfeeding.for.busymoms,8,1,2022-05-05T14:06:14.000Z,"There is nothing quite so horrible as going to your one-month pediatric check-up to find out that baby “isn’t gaining what we would like them to”. 

What does that even mean? Where do we go from here? You find yourself at a crossroads while simultaneously at peak exhaustion. You feel like your only two choices are a rigorous pumping schedule or supplementing with formula- or BOTH?! Also… what is the actual PROBLEM?! 

I love to catch these patients early, because we can often identify the underlying cause for slow weight gain and correct it. I’ve seen some babies turn around in as little as a week and get right back to on-demand breastfeeding. 

I’m here to say… don’t give up and don’t settle for bad/weird/nonsensical advice. We can make a feeding plan that works for you and your family, and I promise we won’t leave you hanging. 

You can book your appointment directly on the website from the link in bio. Some insurance accepted!

DM me if you have any questions 💜",,,,,,
